trial_number,accuracy_percent,distortion_level,blur_rate,misclass_rate,board_index,starting_player,moves_made,illegal_moves,minimax_ai_wins,deterministic_ai_wins,game_length,avg_move_time,optimal_moves,total_minimax_moves,move_optimality_percent
4,94.0,94%_accuracy,0.03,0.03,24,Deterministic,37,1,1,0,37,0.16727364690680252,10,19,52.63157894736842
4,94.0,94%_accuracy,0.03,0.03,25,Minimax,40,2,0,0,40,0.2545786358061291,10,21,47.61904761904761
4,94.0,94%_accuracy,0.03,0.03,26,Deterministic,24,0,1,0,24,0.2559727629025777,5,12,41.66666666666667
4,94.0,94%_accuracy,0.03,0.03,27,Minimax,32,1,1,0,32,0.2903414053075454,9,17,52.94117647058824
4,94.0,94%_accuracy,0.03,0.03,28,Deterministic,34,3,0,1,34,0.19131255149841309,8,18,44.44444444444444
4,94.0,94%_accuracy,0.03,0.03,29,Minimax,37,2,1,0,37,0.15783874988555907,13,20,65.0
5,90.0,90%_accuracy,0.05,0.05,0,Deterministic,34,1,0,1,34,0.15950699413523955,8,17,47.05882352941176
5,90.0,90%_accuracy,0.05,0.05,1,Minimax,33,1,0,1,33,0.15533781051635742,9,17,52.94117647058824
5,90.0,90%_accuracy,0.05,0.05,2,Deterministic,28,1,0,1,28,0.27308385712759836,5,14,35.714285714285715
5,90.0,90%_accuracy,0.05,0.05,3,Minimax,30,2,0,1,30,0.39007149636745453,7,16,43.75
5,90.0,90%_accuracy,0.05,0.05,4,Deterministic,27,0,0,1,27,0.3114880415109488,6,13,46.15384615384615
5,90.0,90%_accuracy,0.05,0.05,5,Minimax,23,1,0,1,23,0.3927987217903137,5,12,41.66666666666667
5,90.0,90%_accuracy,0.05,0.05,6,Deterministic,31,2,0,1,31,0.15736424922943115,6,16,37.5
5,90.0,90%_accuracy,0.05,0.05,7,Minimax,23,2,1,0,23,0.2559136977562538,6,13,46.15384615384615
5,90.0,90%_accuracy,0.05,0.05,8,Deterministic,29,2,0,1,29,0.1674924373626709,4,15,26.666666666666668
5,90.0,90%_accuracy,0.05,0.05,9,Minimax,30,4,0,1,30,0.25466102712294636,7,17,41.17647058823529
5,90.0,90%_accuracy,0.05,0.05,10,Deterministic,19,0,0,1,19,0.23165652487013075,2,9,22.22222222222222
5,90.0,90%_accuracy,0.05,0.05,11,Minimax,23,1,0,1,23,0.21510112285614014,6,12,50.0
5,90.0,90%_accuracy,0.05,0.05,12,Deterministic,33,2,0,1,33,0.15561559621025534,8,17,47.05882352941176
5,90.0,90%_accuracy,0.05,0.05,13,Minimax,21,1,0,1,21,0.2989754460074685,4,11,36.36363636363637
5,90.0,90%_accuracy,0.05,0.05,14,Deterministic,9,0,0,1,9,0.40832042694091797,1,4,25.0
5,90.0,90%_accuracy,0.05,0.05,15,Minimax,18,0,0,1,18,0.4953244792090522,4,9,44.44444444444444
